CNNAM,FNFNUM,CNID,USERID,CREATED,MODIFIED
"Little Gourd","2298","LITTLEGOURD","DUKE","05-MAR-00",""
"Kanduri","2298","KANDURI","DUKE","07-MAR-00",""
"Ho-no-ki","2300","HONOKI","DUKE","14-MAR-00",""
"Japanese Whitebark Magnolia","2300","JAPANESEWHITEBARKMAGNOLIA","DUKE","14-MAR-00",""
"Magnolia-Bark","592","MAGNOLIABARK","DUKE","14-MAR-00",""
"Chinabark","2301","CHINABARK","DUKE","25-MAR-00",""
"Ledgerbark","2301","LEDGERBARK","DUKE","25-MAR-00",""
"Quinine","2301","QUININE","DUKE","25-MAR-00",""
"Yellow Cinchona","2301","YELLOWCINCHONA","DUKE","25-MAR-00",""
"Yellowbark","2301","YELLOWBARK","DUKE","25-MAR-00",""
"Lojabark","2302","LOJABARK","DUKE","25-MAR-00",""
"Quinine","2302","QUININE","DUKE","25-MAR-00",""
"Quinine","2303","QUININE","DUKE","25-MAR-00","25-MAR-00"
"Red Cinchona","2303","REDCINCHONA","DUKE","25-MAR-00","25-MAR-00"
"Red Peruvian-Bark","2303","REDPERUVIANBARK","DUKE","25-MAR-00","25-MAR-00"
"Redbark","2303","REDBARK","DUKE","25-MAR-00","25-MAR-00"
"Quinine","2304","QUININE","DUKE","25-MAR-00",""
"American Filbert","2305","AMERICANFILBERT","DUKE","30-MAR-00",""
"American Hazel","2305","AMERICANHAZEL","DUKE","30-MAR-00",""
"European Filbert","314","EUROPEANFILBERT","DUKE","30-MAR-00","30-MAR-00"
"European Hazel","314","EUROPEANHAZEL","DUKE","30-MAR-00","30-MAR-00"
"Hazel","314","HAZEL","DUKE","30-MAR-00","30-MAR-00"
"Cobnut","314","COBNUT","DUKE","30-MAR-00","30-MAR-00"
"Asparagus Bean","1060","ASPARAGUSBEAN","DUKE","04-APR-00","04-APR-00"
"Yardlong Bean","1060","YARDLONGBEAN","DUKE","04-APR-00","04-APR-00"
"Cowpea","2306","COWPEA","DUKE","04-APR-00",""
"Black-eyed Pea","2306","BLACKEYEDPEA","DUKE","04-APR-00",""
"Crowder Pea","2306","CROWDERPEA","DUKE","04-APR-00",""
"Southern Pea","2306","SOUTHERNPEA","DUKE","04-APR-00",""
"Chinese Rice Flower","2310","CHINESERICEFLOWER","DUKE","08-MAY-00",""
"Japanese Aucuba","2313","JAPANESEAUCUBA","DUKE","16-MAY-00",""
"Japanese Laurel","2313","JAPANESELAUREL","DUKE","16-MAY-00",""
"Spotted Laurel","2313","SPOTTEDLAUREL","DUKE","16-MAY-00",""
"False Boldo","2178","FALSEBOLDO","DUKE","22-MAY-00",""
"Heal-All","786","HEALALL","DUKE","23-MAY-00",""
"Creeping Barberry","2319","CREEPINGBARBERRY","DUKE","25-MAY-00",""
"Oregon Barberry","2319","OREGONBARBERRY","DUKE","25-MAY-00",""
"Oregon Grape-Holly","2319","OREGONGRAPEHOLLY","DUKE","25-MAY-00",""
"Oregon Grape","2319","OREGONGRAPE","DUKE","25-MAY-00",""
"Creeping Barberry","2320","CREEPINGBARBERRY","DUKE","25-MAY-00",""
"Oregon Barberry","2320","OREGONBARBERRY","DUKE","25-MAY-00",""
"Oregon Grape-Holly","2320","OREGONGRAPEHOLLY","DUKE","25-MAY-00",""
"Oregon Grape","2320","OREGONGRAPE","DUKE","25-MAY-00",""
"Blue Barberry","2321","BLUEBARBERRY","DUKE","26-MAY-00",""
"Holly Barberry","2321","HOLLYBARBERRY","DUKE","26-MAY-00",""
"Holly Mahonia","2321","HOLLYMAHONIA","DUKE","26-MAY-00",""
"Mountain Grape","2321","MOUNTAINGRAPE","DUKE","26-MAY-00",""
"Oregon Grape","2321","OREGONGRAPE","DUKE","26-MAY-00",""
"Brazilnut-Tree","156","BRAZILNUTTREE","DUKE","02-JUN-00",""
"Creamnut","156","CREAMNUT","DUKE","02-JUN-00",""
"Paranut","156","PARANUT","DUKE","02-JUN-00",""
"Dwarf Bean","719","DWARFBEAN","DUKE","03-JUN-00",""
"Field Bean","719","FIELDBEAN","DUKE","03-JUN-00",""
"Flageolet Bean","719","FLAGEOLETBEAN","DUKE","03-JUN-00",""
"French Bean","719","FRENCHBEAN","DUKE","03-JUN-00",""
"Kidney Bean","719","KIDNEYBEAN","DUKE","03-JUN-00",""
"Navy Bean","719","NAVYBEAN","DUKE","03-JUN-00",""
"Pop Bean","719","POPBEAN","DUKE","03-JUN-00",""
"Popping Bean","719","POPPINGBEAN","DUKE","03-JUN-00",""
"Snap Bean","719","SNAPBEAN","DUKE","03-JUN-00",""
"Wax Bean","719","WAXBEAN","DUKE","03-JUN-00",""
"Haricot Vert","719","HARICOTVERT","DUKE","03-JUN-00",""
"Haricot","719","HARICOT","DUKE","03-JUN-00",""
"Shrubby Sophora","2327","SHRUBBYSOPHORA","DUKE","08-JUN-00",""
"Ku Shen","2327","KUSHEN","DUKE","08-JUN-00",""
"Formosa Koa","2328","FORMOSAKOA","DUKE","08-JUN-00",""
"Aztec Marigold","989","AZTECMARIGOLD","DUKE","08-JUN-00",""
"Marigold","2329","MARIGOLD","DUKE","08-JUN-00",""
"Sweet-Mace","2330","SWEETMACE","DUKE","08-JUN-00",""
"Sweet-Scent Marigold","2330","SWEETSCENTMARIGOLD","DUKE","08-JUN-00",""
"Sweet-Scent Mexican Marigold","2330","SWEETSCENTMEXICANMARIGOLD","DUKE","08-JUN-00",""
"Anise Marigold","2330","ANISEMARIGOLD","DUKE","08-JUN-00",""
"Aztec Marigold","990","AZTECMARIGOLD","DUKE","08-JUN-00",""
"Dwarf Marigold","990","DWARFMARIGOLD","DUKE","08-JUN-00",""
"Mexican Marigold","990","MEXICANMARIGOLD","DUKE","08-JUN-00",""
"Muster John Henry","990","MUSTERJOHNHENRY","DUKE","08-JUN-00",""
"Stinking-Roger","990","STINKINGROGER","DUKE","08-JUN-00",""
"Marigold","2331","MARIGOLD","DUKE","08-JUN-00",""
"Zhi Xie Mu","476","ZHIXIEMU","DUKE","09-JUN-00",""
"Conessi","476","CONESSI","DUKE","10-JUN-00",""
"Kurchi","476","KURCHI","DUKE","10-JUN-00",""
"Garden Myrrh","2332","GARDENMYRRH","DUKE","12-JUN-00",""
"Myrrh","2332","MYRRH","DUKE","12-JUN-00",""
"Sweet Chervil","2332","SWEETCHERVIL","DUKE","12-JUN-00",""
"Sweet Cicely","2332","SWEETCICELY","DUKE","12-JUN-00",""
"Cicely","2332","CICELY","DUKE","12-JUN-00",""
"Noni","641","NONI","DUKE","14-JUN-00",""
"Japanese Cryptotaenia","2333","JAPANESECRYPTOTAENIA","DUKE","20-JUN-00",""
"Japanese Honewort","2333","JAPANESEHONEWORT","DUKE","20-JUN-00",""
"Mitsuba","2333","MITSUBA","DUKE","20-JUN-00",""
"Ya Er Qin","2333","YAERQIN","DUKE","20-JUN-00",""
"Stone Parsley","2333","STONEPARSLEY","DUKE","20-JUN-00",""
"Vanilla Grass","2206","VANILLAGRASS","DUKE","20-JUN-00",""
"Seneca Grass","2206","SENECAGRASS","DUKE","20-JUN-00",""
"Manna Grass","2206","MANNAGRASS","DUKE","20-JUN-00",""
"Holy Grass","2206","HOLYGRASS","DUKE","20-JUN-00",""
"Carolina Vanilla","2334","CAROLINAVANILLA","DUKE","20-JUN-00",""
"Deer's Tongue","2334","DEERSTONGUE","DUKE","20-JUN-00",""
"Hound's Tongue","2334","HOUNDSTONGUE","DUKE","20-JUN-00",""
"Vanilla Plant","2334","VANILLAPLANT","DUKE","20-JUN-00",""
"Blue Barberry","593","BLUEBARBERRY","DUKE","28-JUN-00",""
"Holly Barberry","593","HOLLYBARBERRY","DUKE","28-JUN-00",""
"Holly Mahonia","593","HOLLYMAHONIA","DUKE","28-JUN-00",""
"Mountain Grape","593","MOUNTAINGRAPE","DUKE","28-JUN-00",""
"Japanese Ashberry","2340","JAPANESEASHBERRY","DUKE","28-JUN-00",""
"Hiiragi-Nanten","2340","HIIRAGINANTEN","DUKE","28-JUN-00",""
"Oregon Barberry","2341","OREGONBARBERRY","DUKE","28-JUN-00",""
"Oregon Grape-Holly","2341","OREGONGRAPEHOLLY","DUKE","28-JUN-00",""
"Oregon Grape","2341","OREGONGRAPE","DUKE","28-JUN-00",""
"Water Holly","2341","WATERHOLLY","DUKE","28-JUN-00",""
"Lemon Bush","2345","LEMONBUSH","DUKE","25-JUL-00",""
"Umsuzwane (Zulu)","2345","UMSUZWANEZULU","DUKE","25-JUL-00",""
"California Chia","2352","CALIFORNIACHIA","DUKE","26-JUL-00",""
"Chia","2352","CHIA","DUKE","26-JUL-00",""
"White Sage","2357","WHITESAGE","DUKE","26-JUL-00",""
"Yage","149","YAGE","DUKE","27-JUL-00",""
"Soul Vine","149","SOULVINE","DUKE","27-JUL-00",""
"Spirit Vine","149","SPIRITVINE","DUKE","27-JUL-00",""
"Curia","523","CURIA","DUKE","31-JUL-00",""
"Giant Knotweed","772","GIANTKNOTWEED","DUKE","09-AUG-00",""
"Mexican Bamboo","772","MEXICANBAMBOO","DUKE","09-AUG-00",""
"Hu-Zhang","772","HUZHANG","DUKE","09-AUG-00",""
"Jamaica-Mignonette","547","JAMAICAMIGNONETTE","DUKE","11-AUG-00",""
"Mignonette Tree","547","MIGNONETTETREE","DUKE","11-AUG-00",""
"African Caper","2359","AFRICANCAPER","DUKE","18-AUG-00",""
"Galanga","524","GALANGA","DUKE","21-AUG-00",""
"Calico Bush","528","CALICOBUSH","DUKE","22-AUG-00",""
"Spoonwood","528","SPOONWOOD","DUKE","22-AUG-00",""
"Cow Parsnip","2360","COWPARSNIP","DUKE","25-AUG-00",""
"Hogweed","2360","HOGWEED","DUKE","25-AUG-00",""
"Meadow Parsnip","2360","MEADOWPARSNIP","DUKE","25-AUG-00",""
"Bitter Orange","276","BITTERORANGE","DUKE","28-AUG-00",""
"Musk Okra","3","MUSKOKRA","DUKE","31-AUG-00",""
"Tropical Jewel Hibiscus","3","TROPICALJEWELHIBISCUS","DUKE","31-AUG-00",""
"Muskmallow","3","MUSKMALLOW","DUKE","31-AUG-00",""
"Coral Beadplant","7","CORALBEADPLANT","DUKE","31-AUG-00",""
"Indian Licorice","7","INDIANLICORICE","DUKE","31-AUG-00",""
"Licorice Vine","7","LICORICEVINE","DUKE","31-AUG-00",""
"Love Bean","7","LOVEBEAN","DUKE","31-AUG-00",""
"Lucky Bean","7","LUCKYBEAN","DUKE","31-AUG-00",""
"Minnie-Minnies","7","MINNIEMINNIES","DUKE","31-AUG-00",""
"Prayer Beads","7","PRAYERBEADS","DUKE","31-AUG-00",""
"Precatory Bean","7","PRECATORYBEAN","DUKE","31-AUG-00",""
"Red Beadvine","7","REDBEADVINE","DUKE","31-AUG-00",""
"Rosary Pea","7","ROSARYPEA","DUKE","31-AUG-00",""
"Weatherplant","7","WEATHERPLANT","DUKE","31-AUG-00",""
"Weathervine","7","WEATHERVINE","DUKE","31-AUG-00",""
"Jequirity Bean","7","JEQUIRITYBEAN","DUKE","31-AUG-00",""
"Indian Ipecac","2166","INDIANIPECAC","DUKE","01-SEP-00",""
"East Indian Walnut","2361","EASTINDIANWALNUT","DUKE","01-SEP-00",""
"Siris Tree","2361","SIRISTREE","DUKE","01-SEP-00",""
"Frywood","2361","FRYWOOD","DUKE","01-SEP-00",""
"Koko","2361","KOKO","DUKE","01-SEP-00",""
"Lebbek","2361","LEBBEK","DUKE","01-SEP-00",""
"Lebbek Tree","2361","LEBBEKTREE","DUKE","01-SEP-00",""
"Women's-Tongue Tree","2361","WOMENSTONGUETREE","DUKE","01-SEP-00",""
"Sweet Acacia","10","SWEETACACIA","DUKE","16-SEP-00",""
"Opopanax","10","OPOPANAX","DUKE","16-SEP-00",""
"Popinac","10","POPINAC","DUKE","16-SEP-00",""
"Gum Arabic Tree","14","GUMARABICTREE","DUKE","16-SEP-00",""
"Kher","14","KHER","DUKE","16-SEP-00",""
"Senegal Gum","14","SENEGALGUM","DUKE","16-SEP-00",""
"Sudan Gum Arabic","14","SUDANGUMARABIC","DUKE","16-SEP-00",""
"Copperleaf","16","COPPERLEAF","DUKE","17-SEP-00",""
"Indian Nettle","16","INDIANNETTLE","DUKE","17-SEP-00",""
"Three-Seeded-Mercury","16","THREESEEDEDMERCURY","DUKE","17-SEP-00",""
"Milfoil","18","MILFOIL","DUKE","17-SEP-00",""
"Aconite","24","ACONITE","DUKE","27-SEP-00",""
"Bear's-Foot","24","BEARSFOOT","DUKE","27-SEP-00",""
"Blue Rocket","24","BLUEROCKET","DUKE","27-SEP-00",""
"Friar's Cap","24","FRIARSCAP","DUKE","27-SEP-00",""
"Garden Monkshood","24","GARDENMONKSHOOD","DUKE","27-SEP-00",""
"Garden Wolfsbane","24","GARDENWOLFSBANE","DUKE","27-SEP-00",""
"Helmet Flower","24","HELMETFLOWER","DUKE","27-SEP-00",""
"Queen's Fettle","24","QUEENSFETTLE","DUKE","27-SEP-00",""
"Soldier's Cap","24","SOLDIERSCAP","DUKE","27-SEP-00",""
"Turk's Cap","24","TURKSCAP","DUKE","27-SEP-00",""
"Calamus","25","CALAMUS","DUKE","27-SEP-00",""
"Flagroot","25","FLAGROOT","DUKE","27-SEP-00",""
"Myrtle Flag","25","MYRTLEFLAG","DUKE","27-SEP-00",""
"Sweet Calamus","25","SWEETCALAMUS","DUKE","27-SEP-00",""
"Sweetroot","25","SWEETROOT","DUKE","27-SEP-00",""
"Doll's-Eyes","26","DOLLSEYES","DUKE","02-OCT-00",""
"White Baneberry","26","WHITEBANEBERRY","DUKE","02-OCT-00",""
"White Cohosh","26","WHITECOHOSH","DUKE","02-OCT-00",""
"Baneberry","26","BANEBERRY","DUKE","02-OCT-00",""
"Sisal","39","SISAL","DUKE","03-OCT-00",""
"Hemp Plant","39","HEMPPLANT","DUKE","03-OCT-00",""
"Sisal Agave","39","SISALAGAVE","DUKE","03-OCT-00",""
"Sisal Hemp","39","SISALHEMP","DUKE","03-OCT-00",""
"Cockle","41","COCKLE","DUKE","05-OCT-00",""
"Corn-Campion","41","CORNCAMPION","DUKE","05-OCT-00",""
"Corn-Pink","41","CORNPINK","DUKE","05-OCT-00",""
"Bugleweed","43","BUGLEWEED","DUKE","05-OCT-00",""
"Blue Bugle","43","BLUEBUGLE","DUKE","05-OCT-00",""
"Bugleherb","43","BUGLEHERB","DUKE","05-OCT-00",""
"Common Bugle","43","COMMONBUGLE","DUKE","05-OCT-00",""
"Agueroot","47","AGUEROOT","DUKE","21-OCT-00",""
"Crow Corn","47","CROWCORN","DUKE","21-OCT-00",""
"Mealy Star Grass","47","MEALYSTARGRASS","DUKE","21-OCT-00",""
"Mealy Starwort","47","MEALYSTARWORT","DUKE","21-OCT-00",""
"Candleberry","49","CANDLEBERRY","DUKE","21-OCT-00",""
"Candlenut Tree","49","CANDLENUTTREE","DUKE","21-OCT-00",""
"Indian Walnut","49","INDIANWALNUT","DUKE","21-OCT-00",""
"Lumbangtree","49","LUMBANGTREE","DUKE","21-OCT-00",""
"Varnishtree","49","VARNISHTREE","DUKE","21-OCT-00",""
"Chinese Parsley","308","CHINESEPARSLEY","DUKE","22-OCT-00",""
"Cilantro","308","CILANTRO","DUKE","22-OCT-00",""
"West Indian Bay","741","WESTINDIANBAY","DUKE","24-OCT-00",""
"Pimento","740","PIMENTO","DUKE","25-OCT-00",""
"White Pepper","755","WHITEPEPPER","DUKE","27-OCT-00",""
"Caperbush","205","CAPERBUSH","DUKE","27-OCT-00",""
"Clovetree","986","CLOVETREE","DUKE","28-OCT-00",""
"Shallot","53","SHALLOT","DUKE","28-OCT-00",""
"Languas","60","LANGUAS","DUKE","08-NOV-00",""
"Round Cardamom","2362","ROUNDCARDAMOM","DUKE","08-NOV-00",""
"Chester Cardamom","2362","CHESTERCARDAMOM","DUKE","08-NOV-00",""
"Siam Cardamom","2362","SIAMCARDAMOM","DUKE","08-NOV-00",""
"Java Cardamom","2362","JAVACARDAMOM","DUKE","08-NOV-00",""
"Annato","159","ANNATO","DUKE","09-NOV-00",""
"Lipsticktree","159","LIPSTICKTREE","DUKE","09-NOV-00",""
"Locust Bean","244","LOCUSTBEAN","DUKE","29-NOV-00",""
"Crepe Ginger","2363","CREPEGINGER","DUKE","29-NOV-00",""
"Wild Ginger","2363","WILDGINGER","DUKE","29-NOV-00",""
"Cane Reed","2363","CANEREED","DUKE","29-NOV-00",""
"Indian Tamarind","992","INDIANTAMARIND","DUKE","05-DEC-00",""
"Dutch Tonka Bean","369","DUTCHTONKABEAN","DUKE","05-DEC-00",""
"Beebread","166","BEEBREAD","DUKE","08-DEC-00",""
"Beeplant","166","BEEPLANT","DUKE","08-DEC-00",""
"Talewort","166","TALEWORT","DUKE","08-DEC-00",""
"Common Reed","2364","COMMONREED","DUKE","08-DEC-00",""
"Ditch Reed","2364","DITCHREED","DUKE","08-DEC-00",""
"Giant Reed","2364","GIANTREED","DUKE","08-DEC-00",""
"Reed Grass","2364","REEDGRASS","DUKE","08-DEC-00",""
"Temu Lawak","332","TEMULAWAK","DUKE","11-DEC-00",""
"Lemongrass","337","LEMONGRASS","DUKE","13-DEC-00",""
"Gentian","438","GENTIAN","DUKE","13-DEC-00",""
"Licorice-Root","450","LICORICEROOT","DUKE","14-DEC-00",""
"Bee Balm","612","BEEBALM","DUKE","18-DEC-00",""
"Benzolive Tree","1435","BENZOLIVETREE","DUKE","19-DEC-00",""
"Moringa","1435","MORINGA","DUKE","19-DEC-00",""
"West Indian Ben","1435","WESTINDIANBEN","DUKE","19-DEC-00",""
"Bourbon Vanilla","1044","BOURBONVANILLA","DUKE","19-DEC-00",""
"Bog Myrtle","621","BOGMYRTLE","DUKE","28-DEC-00",""
"Marsh Clover","621","MARSHCLOVER","DUKE","28-DEC-00",""
"Marsh Trefoil","621","MARSHTREFOIL","DUKE","28-DEC-00",""
"Water Trefoil","621","WATERTREFOIL","DUKE","28-DEC-00",""
"Lipstick Pod","159","LIPSTICKPOD","DUKE","28-DEC-00",""
"Bija","159","BIJA","DUKE","28-DEC-00",""
"Annoto","159","ANNOTO","DUKE","28-DEC-00",""
"Arnato","159","ARNATO","DUKE","28-DEC-00",""
"Sangre de Drago","2365","SANGREDEDRAGO","DUKE","30-DEC-00","30-DEC-00"
"Sangre de Grado","2365","SANGREDEGRADO","DUKE","30-DEC-00","30-DEC-00"
"Sangre de Dragon","2365","SANGREDEDRAGON","DUKE","30-DEC-00","30-DEC-00"
"Dragons Blood","2365","DRAGONSBLOOD","DUKE","30-DEC-00",""
"Benjamin Bush","2366","BENJAMINBUSH","DUKE","02-JAN-01",""
"Spicebush","2366","SPICEBUSH","DUKE","02-JAN-01",""
"Wild Allspice","2366","WILDALLSPICE","DUKE","02-JAN-01",""
"Fieberstrauch (Ger.)","2366","FIEBERSTRAUCHGER","DUKE","02-JAN-01",""
"African Myrrh","298","AFRICANMYRRH","DUKE","08-JAN-01",""
"Herabol Myrrh","298","HERABOLMYRRH","DUKE","08-JAN-01",""
"Somali Myrrh","298","SOMALIMYRRH","DUKE","08-JAN-01",""
"Myrrhe (Fr., Ger.)","298","MYRRHEFRGER","DUKE","08-JAN-01",""
"Mirra (Sp. It.)","298","MIRRASPIT","DUKE","08-JAN-01",""
"Alligator Pepper","2367","ALLIGATORPEPPER","DUKE","23-JAN-01",""
"Grains-of-Paradise","2367","GRAINSOFPARADISE","DUKE","23-JAN-01",""
"Guinea Grains","2367","GUINEAGRAINS","DUKE","23-JAN-01",""
"Melegueta Pepper","2367","MELEGUETAPEPPER","DUKE","23-JAN-01",""
"Malagettapfeffer (Ger.)","2367","MALAGETTAPFEFFERGER","DUKE","23-JAN-01",""
"Malagueta (Sp.)","2367","MALAGUETASP","DUKE","23-JAN-01",""
"Spiny Restharrow","2368","SPINYRESTHARROW","DUKE","24-JAN-01",""
"Restharrow","2368","RESTHARROW","DUKE","24-JAN-01",""
"Hauhechel (Ger.)","2368","HAUHECHELGER","DUKE","24-JAN-01",""
"Japanese Horseradish","2369","JAPANESEHORSERADISH","DUKE","25-JAN-01",""
"Wasabi","2369","WASABI","DUKE","25-JAN-01",""
"Indian Sorrel","474","INDIANSORREL","DUKE","25-JAN-01",""
"Jamaica Sorrel","474","JAMAICASORREL","DUKE","25-JAN-01",""
"Kharkadi","474","KHARKADI","DUKE","25-JAN-01",""
"Red Sorrel","474","REDSORREL","DUKE","25-JAN-01",""
"Sorrel","474","SORREL","DUKE","25-JAN-01",""
"Malventee (Ger.)","474","MALVENTEEGER","DUKE","25-JAN-01",""
"Rosella (Ger.)","474","ROSELLAGER","DUKE","25-JAN-01",""
"Acedera de Guinea (Sp.)","474","ACEDERADEGUINEASP","DUKE","25-JAN-01",""
"Rosa de Jamaica (Sp.)","474","ROSADEJAMAICASP","DUKE","25-JAN-01",""
"Sereni (Sp.)","474","SERENISP","DUKE","25-JAN-01",""
"Jacinto (Sp.)","1435","JACINTOSP","DUKE","25-JAN-01",""
"Myrte (Ger.)","652","MYRTEGER","DUKE","25-JAN-01",""
"Arrayan (Sp.)","652","ARRAYANSP","DUKE","25-JAN-01",""
"Mirto (Sp.)","652","MIRTOSP","DUKE","25-JAN-01",""
"Cassia Bark","265","CASSIABARK","DUKE","26-JAN-01",""
"Cassia Lignea","265","CASSIALIGNEA","DUKE","26-JAN-01",""
"Chinese Cassia","265","CHINESECASSIA","DUKE","26-JAN-01",""
"Chinese Cinnamon","265","CHINESECINNAMON","DUKE","26-JAN-01",""
"China Junk Cassia","265","CHINAJUNKCASSIA","DUKE","26-JAN-01",""
"Saigon Cinnamon","265","SAIGONCINNAMON","DUKE","26-JAN-01",""
"Zimtcassie (Ger.)","265","ZIMTCASSIEGER","DUKE","26-JAN-01",""
"Canela de la China (Sp.)","265","CANELADELACHINASP","DUKE","26-JAN-01",""
"Canelero chino (Sp.)","265","CANELEROCHINOSP","DUKE","26-JAN-01",""
"Chinazimt (Ger.)","265","CHINAZIMTGER","DUKE","26-JAN-01",""
"Chinesischer Zimtbaum (Ger.)","265","CHINESISCHERZIMTBAUMGER","DUKE","26-JAN-01",""
"Kashia-Keihi (Jap.)","265","KASHIAKEIHIJAP","DUKE","26-JAN-01",""
"Canelle de Cochinchine (Fr.)","265","CANELLEDECOCHINCHINEFR","DUKE","26-JAN-01",""
"Cannelier Casse (Fr.)","265","CANNELIERCASSEFR","DUKE","26-JAN-01",""
"Cannelier de Chine (Fr.)","265","CANNELIERDECHINEFR","DUKE","26-JAN-01",""
"Muskatnussbaum (Ger.)","649","MUSKATNUSSBAUMGER","DUKE","26-JAN-01","26-JAN-01"
"nogal moscado (Sp.)","649","NOGALMOSCADOSP","DUKE","26-JAN-01",""
"nuez moscada (Sp.)","649","NUEZMOSCADASP","DUKE","26-JAN-01",""
"Bockshornklee (Ger.)","1023","BOCKSHORNKLEEGER","DUKE","26-JAN-01",""
"Alholva (Sp.)","1023","ALHOLVASP","DUKE","26-JAN-01",""
"Hierba Santa","751","HIERBASANTA","DUKE","01-FEB-01",""
"Hoja Santa","751","HOJASANTA","DUKE","01-FEB-01",""
"Curry Leaf","1410","CURRYLEAF","DUKE","04-FEB-01",""
"Indian Curry Tree","1410","INDIANCURRYTREE","DUKE","04-FEB-01",""
"Chios Mastictree","757","CHIOSMASTICTREE","DUKE","04-FEB-01",""
"Mastictree","757","MASTICTREE","DUKE","04-FEB-01",""
"Mastixbaum (Ger.)","757","MASTIXBAUMGER","DUKE","04-FEB-01",""
"Lentisco (Sp.)","757","LENTISCOSP","DUKE","04-FEB-01",""
"Beni","928","BENI","DUKE","06-FEB-01",""
"Ajonjoli (Sp.)","928","AJONJOLISP","DUKE","06-FEB-01",""
"Sesamo (Sp.)","928","SESAMOSP","DUKE","06-FEB-01",""
"Chinese Star Anise","497","CHINESESTARANISE","DUKE","07-FEB-01",""
"Chinesischer Sternanis (Ger.)","497","CHINESISCHERSTERNANISGER","DUKE","07-FEB-01",""
"Sternanis (Ger.)","497","STERNANISGER","DUKE","07-FEB-01",""
"anis de China (Sp.)","497","ANISDECHINASP","DUKE","07-FEB-01",""
"anis estrellado (Sp.)","497","ANISESTRELLADOSP","DUKE","07-FEB-01",""
"Checkerberry","433","CHECKERBERRY","DUKE","07-FEB-01",""
"Creeping Wintergreen","433","CREEPINGWINTERGREEN","DUKE","07-FEB-01",""
"Mountain Tea","433","MOUNTAINTEA","DUKE","07-FEB-01",""
"Wintergrun (Ger.)","433","WINTERGRUNGER","DUKE","07-FEB-01",""
"Devil's Dung","413","DEVILSDUNG","DUKE","08-FEB-01",""
"Stinkasant (Ger.)","413","STINKASANTGER","DUKE","08-FEB-01",""
"Asafetida (Sp.)","413","ASAFETIDASP","DUKE","08-FEB-01",""
"Cilantro","390","CILANTRO","DUKE","08-FEB-01",""
"False Coriander","390","FALSECORIANDER","DUKE","08-FEB-01",""
"Shadow-Beni","390","SHADOWBENI","DUKE","08-FEB-01",""
"Stinkweed","390","STINKWEED","DUKE","08-FEB-01",""
"Stinkdistel (Ger.)","390","STINKDISTELGER","DUKE","08-FEB-01",""
"Frost Flower","330","FROSTFLOWER","DUKE","14-FEB-01",""
"Frost Mint","330","FROSTMINT","DUKE","14-FEB-01",""
"Maryland Dittany","330","MARYLANDDITTANY","DUKE","14-FEB-01",""
"American Dittany","330","AMERICANDITTANY","DUKE","14-FEB-01",""
"Stone Mint","330","STONEMINT","DUKE","14-FEB-01",""
"Dittany","330","DITTANY","DUKE","14-FEB-01",""
"Coconut Palm","288","COCONUTPALM","DUKE","15-FEB-01",""
"Copra","288","COPRA","DUKE","15-FEB-01",""
"Nariyal","288","NARIYAL","DUKE","15-FEB-01",""
"Kokospalme (Ger.)","288","KOKOSPALMEGER","DUKE","15-FEB-01",""
"Cocotero (Sp.)","288","COCOTEROSP","DUKE","15-FEB-01",""
"Carum","211","CARUM","DUKE","16-FEB-01",""
"Kummel (Ger.)","211","KUMMELGER","DUKE","16-FEB-01",""
"Comino (Sp.)","211","COMINOSP","DUKE","16-FEB-01",""
"Comino de prado (Sp.)","211","COMINODEPRADOSP","DUKE","16-FEB-01",""
"Ethiopian Pepper","2370","ETHIOPIANPEPPER","DUKE","16-FEB-01",""
"Guinea Pepper","2370","GUINEAPEPPER","DUKE","16-FEB-01",""
"Negro Pepper","2370","NEGROPEPPER","DUKE","16-FEB-01",""
"Spice Tree","2370","SPICETREE","DUKE","16-FEB-01",""
"Mohrenpfeffer (Ger.)","2370","MOHRENPFEFFERGER","DUKE","16-FEB-01",""
"Maniguete (Sp.)","2370","MANIGUETESP","DUKE","16-FEB-01",""
"Pimienta de Guinea (Sp.)","2370","PIMIENTADEGUINEASP","DUKE","16-FEB-01",""
"Cuban Basil","667","CUBANBASIL","DUKE","21-FEB-01",""
"Olibanum Tree","168","OLIBANUMTREE","DUKE","16-MAR-01",""
"Weihrauchbaum (Ger.)","168","WEIHRAUCHBAUMGER","DUKE","16-MAR-01",""
"Weihrauchpflanze (Ger.)","168","WEIHRAUCHPFLANZEGER","DUKE","16-MAR-01",""
"arbol del incensio (Sp.)","168","ARBOLDELINCENSIOSP","DUKE","16-MAR-01",""
"Oliban (Sp.)","168","OLIBANSP","DUKE","16-MAR-01",""
"Moutan Peony","690","MOUTANPEONY","DUKE","14-APR-01",""
"Common Garden Peony","687","COMMONGARDENPEONY","DUKE","14-APR-01",""
"White Peony","687","WHITEPEONY","DUKE","14-APR-01",""
"Bai Shao (Chinese)","687","BAISHAOCHINESE","DUKE","14-APR-01",""
"Indian Bdellium-Tree","2177","INDIANBDELLIUMTREE","DUKE","17-APR-01",""
"Indian Bdellium Tree","2132","INDIANBDELLIUMTREE","DUKE","17-APR-01",""
"Camellia","2371","CAMELLIA","DUKE","29-APR-01",""
"Common Camellia","2371","COMMONCAMELLIA","DUKE","29-APR-01",""
"Rose du Japon (Fr.)","2371","ROSEDUJAPONFR","DUKE","29-APR-01",""
